gene,P_rep1,P_rep2,P_rep3,7dCI_rep1,7dCI_rep2,7dCI_rep3,,,,,
IQSEC3,8.471946365,0,4.586661049,5.725262224,0,11.85894501,,,,,
KIAA1644,879.3880327,1110.07904,2061.704142,1469.756602,1631.901442,904.070161,,,,,
PIGM,645.562313,765.6060821,707.4924668,493.1904458,703.6801451,636.1975207,,,,,
RPLP1,16718.53896,14760.56667,33359.93248,27662.01338,15390.79312,43995.29083,,,,,
SRPK2,2507.696124,2342.615229,2072.597462,2872.445847,2777.591728,2480.612263,,,,,
LMO3,0,0,2.866663156,5.725262224,3.536081131,2.790340003,,,,,
CCDC90A,2387.394486,1613.84585,1658.077969,1693.041829,1435.648939,1326.109087,,,,,
MAP2K4,1702.861219,1919.490931,1807.717786,1329.896625,1502.834481,1688.853287,,,,,
FBXO15,3.388778546,6.969106079,3.439995787,9.814735241,8.840202828,6.278265007,,,,,
PEAR1,237.2144982,205.090836,506.2527133,246.1862756,618.8141979,637.5926907,,,,,
UTRN,8614.275064,7088.576469,6417.885473,7437.115629,11242.96996,8181.974474,,,,,
ATP13A4,0,0.995586583,2.293330525,2.45368381,3.536081131,5.580680006,,,,,
CWC25,1130.157645,965.7189852,1138.065273,992.9240485,740.808997,888.723291,,,,,
H2AFJ,886.1655897,1168.818648,1480.344854,1054.266144,1115.633597,1052.655766,,,,,
IGSF9B,1.694389273,2.986759748,2.866663156,0.817894603,10.60824339,7.673435009,,,,,
LIX1,1.694389273,2.986759748,0,0,0,0,,,,,
LOC648809,1.694389273,2.986759748,0,0,0,0,,,,,
RAB11B,2528.028795,1630.770822,1977.997577,2483.128016,1810.473539,2476.426753,,,,,
RAB37,3.388778546,5.973519496,2.293330525,13.08631365,7.072162262,1.395170002,,,,,
10-Sep,6284.489813,5513.558495,4108.501635,6807.336784,6280.080089,5005.172381,,,,,
VAMP8,1.694389273,17.92055849,28.09329893,9.814735241,15.91236509,16.04445502,,,,,
BAG5,2380.616928,2180.334616,1738.91787,1597.34816,1651.349888,1721.639782,,,,,
LOC729506,0,0.995586583,0,1.635789207,0,3.487925004,,,,,
POU5F1P3,0,2.986759748,4.013328418,4.089473017,3.536081131,9.06860501,,,,,
SNORD116-18,0,0,0,0.817894603,3.536081131,0.697585001,,,,,
ZKSCAN2,515.094339,317.5921199,407.0661681,449.8420319,374.8245999,551.7897356,,,,,
KDM1B,997.9952818,1038.396806,847.9589615,821.9840764,977.7264327,664.1009208,,,,,
RHBDD3,240.6032768,367.371449,529.1860185,415.4904585,374.8245999,673.8671108,,,,,
ATP5I,1452.091607,1487.406354,1857.597725,1476.299759,1106.793394,1433.537177,,,,,
CLCN4,299.9069013,154.3159203,135.306501,316.5252115,132.6030424,179.2793452,,,,,
CSNK1G3,1646.946373,1970.265847,1203.425193,1720.850246,2095.12807,1797.676547,,,,,
FOXK2,3036.345577,2326.685844,2825.956539,2555.102741,1898.875567,2164.606257,,,,,
FREM3,0,0,0,2.45368381,0,1.395170002,,,,,
GGA1,1443.619661,1681.545738,1922.384312,1504.108176,1310.118059,1502.598092,,,,,
GLP2R,0,0,0,2.45368381,0,1.395170002,,,,,
GTF2B,904.8038717,988.6174766,895.5455698,691.1209399,680.6956177,872.678836,,,,,
HEBP1,1868.911368,1527.229818,1264.771784,1848.441804,1423.272655,1776.748997,,,,,
MAP3K14,230.4369411,302.6583211,442.0394586,432.6662452,551.6286564,397.6234505,,,,,
MBD2,6816.528045,4015.200688,3493.315722,3883.363577,3071.086462,3465.602284,,,,,
MEX3B,274.4910622,202.1040763,370.9462124,295.2599518,196.2525028,550.3945656,,,,,
NTF3,137.2455311,204.0952494,429.9994734,238.8252242,293.4947339,659.9154107,,,,,
PDCD2,1821.468468,2033.983388,2068.010801,1461.577656,1476.313872,1944.169397,,,,,
PUM1,4974.726905,3716.524713,3902.67522,4845.207631,5001.78676,4777.062085,,,,,
RPL39,4456.243788,362.3935161,11914.99874,11133.99924,357.1441942,19231.0233,,,,,
SYTL1,0,4.977932913,1.719997893,6.543156827,3.536081131,4.883095006,,,,,
TTC13,806.5292939,676.0032896,487.9060691,495.6441297,509.1956829,503.6563706,,,,,
TYROBP,0,0,0,2.45368381,0,1.395170002,,,,,
XPO7,5908.335395,4577.707107,5257.460228,4338.930871,4550.936416,4232.2482,,,,,
CARD10,137.2455311,158.2982666,237.3597093,281.3557436,297.030815,179.2793452,,,,,
GRP,18.638282,3.982346331,0,24.5368381,7.072162262,0,,,,,
ADAMTS2,8510.917318,8224.540759,11152.46634,6574.236822,9112.481075,19840.71259,,,,,
NTRK3,10.16633564,20.90731824,10.31998736,16.35789207,8.840202828,26.50823003,,,,,
ABCF3,1797.747019,1913.517412,2107.570752,1642.332364,1676.102456,1679.087097,,,,,
CARHSP1,2900.794435,3039.525837,4767.260828,2964.867937,3051.638016,3593.260339,,,,,
CLEC2L,0,1.991173165,1.719997893,0,0,0,,,,,
FAM19A5,211.7986591,350.4464771,416.8128228,78.51788193,334.1596669,412.9703205,,,,,
FOXO3,2255.232122,2641.291204,2192.997314,2601.722733,2740.462877,2996.127578,,,,,
HCN4,0,1.991173165,1.719997893,0,0,0,,,,,
KCNK5,0,1.991173165,1.719997893,0,0,0,,,,,
SCN7A,0,0,0.573332631,4.089473017,0,1.395170002,,,,,
ZNF619,369.3768615,222.0158079,235.0663788,368.0525715,318.2473018,258.1064503,,,,,
ZNF643,249.0752231,98.56307168,76.25323994,88.33261717,113.1545962,62.08506507,,,,,
CSMD1,0,1.991173165,0,0,3.536081131,4.185510005,,,,,
LOC285540,15.24950346,31.85877065,16.6266463,13.90420826,24.75256792,11.85894501,,,,,
GNAI1,1189.46127,1741.280933,1022.252081,1738.026032,1997.885839,1162.874196,,,,,
IGFL4,1.694389273,0.995586583,0,2.45368381,1.768040566,2.790340003,,,,,
LOC100189589,10.16633564,4.977932913,3.439995787,1.635789207,1.768040566,3.487925004,,,,,
LOC285758,1.694389273,2.986759748,1.146665262,5.725262224,3.536081131,3.487925004,,,,,
MAFF,1341.956304,1021.471834,1010.785429,1117.244028,862.803796,723.3956458,,,,,
SERHL2,18.638282,30.86318406,41.27994944,45.80209779,40.66493301,45.34302505,,,,,
TPR,9332.696115,7646.104955,4421.541251,8935.498542,9441.33662,5614.861671,,,,,
ZNF74,379.5431971,402.2169794,475.2927512,511.1841271,408.4173706,581.0883057,,,,,
UBR1,2838.102032,2838.417347,2267.530556,1967.036521,2798.808215,2015.323067,,,,,
USO1,6291.26737,6763.019656,3442.289117,6446.645264,8076.409303,4710.79151,,,,,
FUCA2,4574.851037,5166.098777,4806.82078,4921.271829,4161.967491,3336.549059,,,,,
SIN3A,4371.524324,2231.109532,2866.089823,3383.629974,3131.199842,3802.535839,,,,,
ZNF883,69.46996019,117.4792168,28.66663156,90.78630098,162.659732,57.20197006,,,,,
AKAP6,526.9550639,76.66016686,263.1596777,130.0452419,65.41750092,223.2272003,,,,,
RAD9B,27.11022837,22.8984914,20.63997472,15.53999746,22.98452735,13.95170002,,,,,
MSL2,1477.507446,1433.644679,1279.678433,1199.033489,1248.236639,1046.377501,,,,,
CA4,5.083167819,2.986759748,0,11.45052445,1.768040566,0,,,,,
LOC100129518,10.16633564,7.964692661,18.3466442,24.5368381,22.98452735,14.64928502,,,,,
NDN,1099.658638,1803.007301,2121.330735,1585.079741,2029.710569,2783.364153,,,,,
SCN9A,147.4118667,754.6546297,90.01322309,98.14735241,429.6338574,104.6377501,,,,,
TP53INP2,2578.860473,1579.995907,1230.945159,2241.849108,1693.782862,1676.994342,,,,,
LOC729176,0,431.0889903,7.453324205,0,224.5411518,8.371020009,,,,,
DCDC2B,16.94389273,61.72636812,27.51996629,57.25262224,38.89689244,41.15751505,,,,,
CSNK1A1P1,8.471946365,36.83670356,25.22663577,5.725262224,58.34533866,2.790340003,,,,,
ATP13A1,2677.135051,1924.468864,2135.664051,2384.980663,1366.695357,1506.086017,,,,,
KCNN2,71.16434946,18.91614507,6.879991574,84.24314415,37.12885188,5.580680006,,,,,
LINC00235,10.16633564,3.982346331,13.18665052,4.90736762,7.072162262,6.278265007,,,,,
NDUFB4,1489.368171,1877.676295,1803.704458,1413.321875,1327.798465,1591.888972,,,,,
SLC7A4,1.694389273,3.982346331,4.586661049,15.53999746,3.536081131,2.092755002,,,,,
UNC45A,2975.347563,4133.675491,5026.407177,3396.716288,3684.596539,3891.129134,,,,,
EHF,0,3.982346331,2.293330525,0,3.536081131,0,,,,,
MFSD11,462.5682715,763.6149089,706.3458016,687.0314669,753.1852809,947.3204311,,,,,
MPZL3,3.388778546,4.977932913,6.306658943,0,1.768040566,4.883095006,,,,,
NMT1,7506.144479,5881.92553,7518.110792,6032.790595,5519.822646,5900.173937,,,,,
RBM6,3251.533015,2097.70093,2257.783901,3791.759381,1946.612663,2409.458593,,,,,
GTF3C4,1645.251984,1664.620766,2201.597304,1189.218753,1791.025093,1923.241847,,,,,
PROSER1,3404.028049,1534.198924,1569.211411,1807.547073,1375.53556,1250.769906,,,,,
ROS1,20.33267128,11.94703899,10.89331999,7.361051431,5.304121697,10.46377501,,,,,
ALKBH3,1086.103524,834.3015563,963.1988203,716.4756726,664.7832526,901.279821,,,,,
KCNJ13,3.388778546,3.982346331,1.719997893,9.814735241,3.536081131,2.790340003,,,,,
SACS,17226.85574,17973.32458,11479.26594,9683.05421,23117.13039,8288.007394,,,,,
TEPP,1.694389273,0,5.733326311,0.817894603,0,1.395170002,,,,,
HOXA7,20.33267128,6.969106079,5.733326311,10.63262984,5.304121697,0.697585001,,,,,
DNAH9,1.694389273,5.973519496,0.573332631,0.817894603,0,0.697585001,,,,,
TIAM2,440.541211,453.9874817,636.9725532,453.1136103,454.3864253,454.1278355,,,,,
TRDMT1,362.5993044,489.8285987,384.1328629,321.4325791,408.4173706,334.8408004,,,,,
CHFR,1162.351041,1333.090434,1486.651513,892.3230123,898.1646073,1473.299522,,,,,
ST3GAL6,5.083167819,8.960279244,11.46665262,8.178946034,3.536081131,4.185510005,,,,,
TMEM233,0,15.92938532,0,0,7.072162262,0,,,,,
ZNF182,321.9339619,323.5656394,177.159783,339.4262604,328.8555452,256.0136953,,,,,
HAL,0,3.982346331,1.146665262,6.543156827,3.536081131,2.790340003,,,,,
DGKD,655.7286486,588.3916704,770.5590563,482.557816,450.8503442,708.7463608,,,,,
MEPCE,2602.581923,1723.360375,2294.47719,2057.004928,1564.7159,1727.220462,,,,,
COX6C,1038.660624,1966.283501,2409.717049,1361.794515,1709.695227,1969.282457,,,,,
NAA60,1577.476413,1302.22725,1485.504847,1510.651332,1269.453126,2088.569492,,,,,
ASPSCR1,611.6745275,582.4181509,763.6790647,531.6314922,463.2266282,637.5926907,,,,,
HIST1H2BD,196.5491557,201.1084897,61.91992416,279.7199544,235.1493952,69.06091508,,,,,
UBTD1,747.2256694,536.6211681,841.6523025,895.5945907,735.5048753,915.929106,,,,,
APLNR,1.694389273,0.995586583,1.146665262,0,0,9.766190011,,,,,
HNF1B,0,0.995586583,0,0,0,4.883095006,,,,,
LINC00102,0,0,0,1.635789207,0,2.092755002,,,,,
SNORA56,3.388778546,5.973519496,5.733326311,2.45368381,0,3.487925004,,,,,
UOX,0,0,0,1.635789207,0,2.092755002,,,,,
ZNF599,35.58217473,77.65575345,92.30655361,66.24946287,106.0824339,119.2870351,,,,,
IL1RN,3.388778546,6.969106079,11.46665262,58.88841144,5.304121697,2.092755002,,,,,
C3orf20,1.694389273,3.982346331,2.866663156,4.90736762,12.37628396,4.185510005,,,,,
TMEM72-AS1,3.388778546,0.995586583,0.573332631,3.271578414,1.768040566,4.185510005,,,,,
FBXL15,108.4409135,87.61161927,238.5063746,149.6747124,167.9638537,302.0543053,,,,,
NDUFA2,347.349801,946.8028401,1135.19861,487.4651836,836.2831875,900.582236,,,,,
RPS15AP10,5.083167819,10.95145241,5.733326311,13.08631365,14.14432452,9.06860501,,,,,
TRIM35,942.0804358,954.7675328,1052.065378,843.2493361,749.6491998,867.098156,,,,,
CRSP8P,0,449.0095488,14.33331578,2.45368381,251.0617603,7.673435009,,,,,
DOCK3,79.63629583,47.78815597,60.19992627,38.44104636,53.04121697,52.31887506,,,,,
ENPP4,38.97095328,88.60720586,68.22658311,38.44104636,68.95358206,62.78265007,,,,,
IGSF6,6.777557092,16.92497191,5.733326311,7.361051431,5.304121697,4.185510005,,,,,
KIAA1984,13.55511418,27.87642431,18.91997683,22.08315429,19.44844622,36.97200504,,,,,
LOC100506714,172.8277058,122.4571497,130.1465073,181.572602,121.994799,169.5131552,,,,,
LOC654433,299.9069013,548.568207,602.5725953,589.702009,848.6594715,599.2255157,,,,,
PPA1,2428.059828,3810.109852,4078.688338,3359.093136,3148.880247,2858.703333,,,,,
SNORA47,0,0.995586583,0,2.45368381,3.536081131,0.697585001,,,,,
SOWAHD,0,0,5.733326311,2.45368381,1.768040566,12.55653001,,,,,
GRIN2D,603.2025812,292.7024553,354.319566,405.6757233,270.5102065,245.5499203,,,,,
LOC728431,55.91484601,61.72636812,104.3465389,68.70314669,72.48966319,150.6783602,,,,,
FNIP2,962.413107,1017.489487,1104.238648,883.3261717,974.1903516,841.985096,,,,,
DGAT2,5.083167819,6.969106079,7.453324205,12.26841905,7.072162262,11.85894501,,,,,
AMACR,28.80461764,27.87642431,42.99994734,15.53999746,35.36081131,33.48408004,,,,,
C16orf13,791.2797905,589.3872569,998.1721108,694.3925183,553.396697,757.5773109,,,,,
CRYBB2P1,689.6164341,377.3273148,1096.785323,472.7430808,334.1596669,825.2430559,,,,,
DHCR24,16410.16011,12805.23463,12129.99848,21700.37962,16030.82381,10347.27832,,,,,
FAM18B1,762.4751728,1364.949205,619.7725743,764.7314542,878.7161611,607.5965357,,,,,
HRH4,1.694389273,1.991173165,1.719997893,2.45368381,3.536081131,6.278265007,,,,,
IST1,2643.247266,3045.499356,4185.328207,3867.823579,3394.637886,4878.211911,,,,,
LOC100130451,0,0.995586583,0.573332631,0,3.536081131,4.185510005,,,,,
LOC100506866,28.80461764,44.80139622,37.83995366,38.44104636,65.41750092,53.01646006,,,,,
LOC283440,3.388778546,0,1.719997893,0,8.840202828,4.883095006,,,,,
NAA35,1157.267873,1275.346412,1163.291909,826.0735494,1179.283057,1084.047091,,,,,
NDUFC2,440.541211,651.1136251,620.9192395,439.209402,417.2575735,577.6003807,,,,,
NTAN1,3661.575219,2518.834054,2853.476505,3298.568935,1973.133271,1876.503652,,,,,
PTPN21,3409.111217,2477.019418,2691.223371,2825.825855,2595.48355,3944.145594,,,,,
REEP3,3439.610224,3748.383484,2274.410548,4438.714013,4266.281885,2415.736858,,,,,
SNORD5,22.02706055,43.80580964,31.53329471,28.62631112,30.05668961,20.22996502,,,,,
ZNRF2,252.4640017,231.9716738,249.9730272,193.841021,251.0617603,191.1382902,,,,,
SRSF5,3747.989072,3409.884046,3130.396166,3939.798305,3562.60174,4146.445245,,,,,
CNOT10,1148.795927,1108.087867,1031.425403,810.533552,823.9069035,1007.312741,,,,,
PRDM1,738.753723,593.3696033,265.4530082,1441.130291,341.2318291,268.5702253,,,,,
RABEP2,672.6725414,779.5442942,1092.771995,673.1272586,737.2729158,864.307816,,,,,
EFHA1,1399.565539,2038.961321,1212.025182,1077.985087,1446.257183,1333.084937,,,,,
TULP4,2148.485598,1227.558256,1107.678643,1796.096549,1667.262253,1394.472417,,,,,
XDH,115.2184706,424.1198842,228.7597198,253.5473271,392.5050055,34.87925004,,,,,
KLLN,52.52606746,69.69106079,33.25329261,74.42840891,116.6906773,34.87925004,,,,,
LOC392196,0,0,1.146665262,0,0,7.673435009,,,,,
C22orf24,13.55511418,12.94262557,8.599989467,5.725262224,8.840202828,6.975850008,,,,,
GCFC1-AS1,52.52606746,46.79256939,51.02660417,70.33893589,65.41750092,57.20197006,,,,,
TXK,0,0.995586583,0,1.635789207,3.536081131,1.395170002,,,,,
FBXL19-AS1,189.7715986,158.2982666,150.2131494,189.751548,222.7731113,188.3479502,,,,,
KRT38,3.388778546,0.995586583,5.733326311,2.45368381,1.768040566,14.64928502,,,,,
APPL2,8927.737079,5736.569889,6615.685231,5900.291669,7510.636322,10109.40183,,,,,
OCRL,3487.053124,2838.417347,2910.236436,2339.99646,2540.674293,2657.798853,,,,,
PFKL,3648.020105,4824.61258,6591.031928,3826.928849,4559.776619,5349.081786,,,,,
PMCH,1.694389273,3.982346331,4.586661049,0,3.536081131,2.092755002,,,,,
PRKAA1,4979.810073,4719.080402,3005.409652,3393.444709,4108.926274,2844.054048,,,,,
USP28,1358.900197,1153.884849,1392.051628,1609.616579,1398.520087,1596.772067,,,,,
ZC2HC1A,560.8428493,670.0297701,321.6396061,687.8493615,682.4636583,415.7606605,,,,,
LOC100506178,1.694389273,0.995586583,2.866663156,0,1.768040566,11.16136001,,,,,
RIF1,4098.727651,4683.239285,2257.783901,2593.543787,4234.457154,2315.982203,,,,,
DCC,55.91484601,6.969106079,6.306658943,15.53999746,1.768040566,0,,,,,
FLJ27354,15.24950346,9.955865827,12.03998525,8.996840637,10.60824339,5.580680006,,,,,
TMEM69,1086.103524,1132.977531,829.0389846,853.8819659,793.8502139,781.9927859,,,,,
A2ML1,1.694389273,3.982346331,1.146665262,8.178946034,5.304121697,1.395170002,,,,,
BIN3,715.0322732,793.4825064,1107.678643,621.5998986,765.5615649,936.1590711,,,,,
GPR1,496.456057,1324.130155,1060.092035,354.9662579,1039.607853,1082.651921,,,,,
TIGD1,210.1042698,173.2320654,163.3997999,174.2115505,167.9638537,108.8232601,,,,,
SKIV2L2,3520.940909,4439.320572,2342.063798,2390.705926,3721.72539,2543.394913,,,,,
ENTPD2,1.694389273,0,1.146665262,1.635789207,7.072162262,2.092755002,,,,,
HIPK1,3383.695378,3067.402261,3518.542357,2380.073296,2885.442203,3175.406924,,,,,
LOC100506385,16.94389273,18.91614507,11.46665262,13.08631365,24.75256792,25.81064503,,,,,
PLA2G4B,1.694389273,0.995586583,5.733326311,7.361051431,7.072162262,6.278265007,,,,,
HOXB3,22.02706055,36.83670356,25.22663577,24.5368381,49.50513583,43.25027005,,,,,
GTF2E2,1990.907396,1849.799871,1975.704247,1644.786047,1432.112858,1693.038797,,,,,
C6orf52,15.24950346,18.91614507,7.453324205,8.996840637,8.840202828,6.975850008,,,,,
EYA3,1985.824228,1486.410768,1672.411285,1501.654492,1492.226237,1293.322591,,,,,
HMGN5,171.1333166,115.4880436,40.13328418,139.8599772,173.2679754,72.54884008,,,,,
LOC339685,0,1.991173165,0.573332631,11.45052445,0,0,,,,,
B3GALT1,13.55511418,9.955865827,14.90664841,7.361051431,14.14432452,7.673435009,,,,,
CTAGE4,3.388778546,4.977932913,1.146665262,0,3.536081131,0.697585001,,,,,
HIST1H3I,22.02706055,0.995586583,1.146665262,2.45368381,0,0.697585001,,,,,
IDI1,2909.266382,2541.732546,1745.224529,3297.751041,3373.421399,1759.309372,,,,,
LOC100133991,5.083167819,15.92938532,6.306658943,11.45052445,22.98452735,11.85894501,,,,,
LOC283710,0,0,0,0.817894603,0,2.790340003,,,,,
LRRC42,1599.503474,2371.48724,2255.490571,1455.852394,1771.576647,2156.235237,,,,,
OCM,0,0,0,0.817894603,0,2.790340003,,,,,
OR1L8,0,0,0,0.817894603,0,2.790340003,,,,,
PSORS1C2,0,0,0,0.817894603,0,2.790340003,,,,,
SULT1B1,0,4.977932913,1.719997893,2.45368381,21.21648679,3.487925004,,,,,
TBX3,10469.63132,9699.004488,7793.883788,8839.804873,7420.466254,6314.539427,,,,,
ASIP,1.694389273,2.986759748,1.146665262,8.996840637,0,2.092755002,,,,,
GMFB,2563.61097,8332.06411,3320.7426,3031.935295,5786.796771,2784.061738,,,,,
INTS3,3517.552131,3122.159523,3296.089296,4379.825601,3962.178907,3487.925004,,,,,
TOR2A,249.0752231,253.8745786,288.3863135,251.0936432,187.4122999,215.5537652,,,,,
AKR7L,15.24950346,13.93821216,14.90664841,30.26210033,12.37628396,16.04445502,,,,,
TUBGCP6,903.1094825,1368.931551,1560.611422,1610.434474,1497.530359,1733.498727,,,,,
CD63,22196.49948,27100.86237,31047.10864,40622.37127,29561.63826,29040.46358,,,,,
CELSR2,99.9689671,70.68664737,114.0931936,128.4094527,97.2422311,124.1701301,,,,,
DRD1,3.388778546,10.95145241,11.46665262,6.543156827,5.304121697,5.580680006,,,,,
LIMD1,1116.602531,949.7895999,1065.825361,1023.186149,1142.154205,644.5685407,,,,,
LRIT3,6.777557092,2.986759748,0.573332631,4.90736762,7.072162262,4.185510005,,,,,
RHOF,11.86072491,4.977932913,5.15999368,17.17578667,7.072162262,5.580680006,,,,,
ZC3H14,4717.179736,3442.738403,3051.849596,3179.156323,2738.694836,2784.759323,,,,,
ZSWIM2,5.083167819,12.94262557,2.866663156,0,5.304121697,5.580680006,,,,,
C8orf48,169.4389273,197.1261434,133.0131704,112.0515607,107.8504745,154.8638702,,,,,
CABP4,0,0.995586583,1.146665262,4.90736762,0,2.790340003,,,,,
KIAA0415,886.1655897,1059.304124,1500.984828,1514.740805,1303.045897,1550.033872,,,,,
LOC643770,0,1.991173165,1.146665262,3.271578414,3.536081131,3.487925004,,,,,
TSTD2,437.1524324,399.2302196,532.0526817,490.736762,523.3400074,650.8468057,,,,,
ZNF701,259.2415588,220.0246348,259.1463493,294.4420572,330.6235858,289.4977753,,,,,
MKRN3,15.24950346,79.64692661,57.90659575,17.17578667,63.64946036,50.92370506,,,,,
TULP1,0,2.986759748,7.453324205,1.635789207,7.072162262,0.697585001,,,,,
C3orf39,371.0712508,485.8462523,625.5059006,593.7914821,541.0204131,720.6053058,,,,,
TAPT1,874.3048648,879.1029525,760.2390689,643.6830529,730.2007536,703.8632658,,,,,
C2orf56,493.0672784,521.6873693,462.1061007,632.2325284,617.0461574,525.2815056,,,,,
FAM86B1,382.9319757,16.92497191,167.4131283,314.8894223,33.59277075,306.2398153,,,,,
DHRS4,277.8798408,83.62927294,347.4395745,336.9725766,106.0824339,469.4747055,,,,,
PLEKHG2,3815.764643,1882.654228,2418.890371,3576.653101,2399.231047,2710.117728,,,,,
NOX5,18.638282,44.80139622,12.03998525,20.44736508,31.82473018,4.883095006,,,,,
SNAPC4,613.3689168,641.1577592,722.9724479,574.1620116,558.7008187,566.4390206,,,,,
CRLS1,928.5253216,1314.174289,1320.958382,961.026159,1039.607853,1123.809436,,,,,
RPL10,31464.8088,7771.548864,43330.18693,42012.79209,8072.873222,63010.76037,,,,,
CYP2C8,1.694389273,0.995586583,1.146665262,4.90736762,1.768040566,2.790340003,,,,,
SPATA2L,108.4409135,118.4748033,202.3864188,157.0357639,123.7628396,260.1992053,,,,,
HEYL,20.33267128,4.977932913,28.66663156,13.08631365,10.60824339,16.04445502,,,,,
MTERFD2,1213.182719,1093.154068,1074.998683,1431.315556,1246.468599,1247.281981,,,,,
CNPPD1,862.4441399,1415.724121,1633.424666,1498.382913,1333.102586,2001.371367,,,,,
ABI3,3.388778546,1.991173165,5.15999368,2.45368381,1.768040566,0.697585001,,,,,
ALMS1,2011.240067,1401.785908,1337.585028,1135.23771,1471.009751,1255.653001,,,,,
CRTAC1,0,0,0.573332631,0.817894603,0,4.185510005,,,,,
FMNL3,3163.424773,1417.715294,1832.371089,2246.756476,1285.365491,1035.216141,,,,,
ISCA2,365.988083,448.0139622,626.6525658,378.6852014,443.7781819,487.6119156,,,,,
PDPR,5073.001483,2147.480259,3888.915237,5265.605457,2894.282406,4079.477085,,,,,
PTCD3,2148.485598,2441.178301,2434.943684,1799.368127,2305.524897,2073.222622,,,,,
LMLN,554.0652923,469.916867,358.3328945,525.90623,574.6131838,477.1481405,,,,,
RNF7,1719.805112,2622.375059,2676.316722,1682.409199,1936.004419,2497.354303,,,,,
SNORD63,5.083167819,5.973519496,2.866663156,0.817894603,1.768040566,2.790340003,,,,,
RPS20,15242.7259,15961.24409,19566.69604,18365.00542,13117.09296,26128.74379,,,,,
LRRC37A,16.94389273,41.81463647,20.06664209,20.44736508,26.52060848,15.34687002,,,,,
SRG7,0,0,0.573332631,2.45368381,3.536081131,0.697585001,,,,,
EML1,4335.942149,3453.689855,3286.342642,3994.597243,2655.596929,2233.667173,,,,,
HAR1A,10.16633564,3.982346331,11.46665262,3.271578414,3.536081131,7.673435009,,,,,
RASAL2,2766.937683,2682.110254,2213.637289,1513.105016,2828.864905,2258.082648,,,,,
STAG3L2,157.5782024,157.3026801,277.4929935,190.5694426,109.6185151,199.5093102,,,,,
FAM46A,2517.86246,2815.518856,1967.67759,2635.256412,3212.529708,2702.444293,,,,,
CKMT2,5.083167819,11.94703899,8.599989467,13.08631365,15.91236509,13.25411502,,,,,
LOC100133315,20.33267128,30.86318406,33.82662524,22.9010489,21.21648679,23.02030503,,,,,
NBPF16,355.8217473,93.58513877,368.0795492,512.8199163,72.48966319,445.0592305,,,,,
ZNF57,106.7465242,74.6689937,80.26656836,116.9589283,97.2422311,93.47639011,,,,,
GPR183,1.694389273,1.991173165,2.866663156,0.817894603,1.768040566,0,,,,,
AHDC1,1570.698856,1185.74362,1507.86482,1770.741816,2015.566245,1503.295677,,,,,
CSNK1E,4618.905158,3446.720749,4167.554896,3740.232021,3033.95761,3252.838859,,,,,
CAMK2A,37.276564,101.5498314,47.01327575,67.88525208,51.2731764,25.81064503,,,,,
SLC25A26,242.297666,408.1904989,507.3993786,294.4420572,480.9070338,788.2710509,,,,,
MTRNR2L2,1567.310077,0.995586583,41.85328207,2359.625931,3.536081131,55.80680006,,,,,
FAM131A,193.1603771,222.0158079,201.8130862,238.8252242,205.0927056,274.1509053,,,,,
KAT5,1050.521349,757.6413894,1017.66542,883.3261717,701.9121045,754.0893859,,,,,
NDST3,10.16633564,18.91614507,17.19997893,10.63262984,26.52060848,6.278265007,,,,,
PPP6C,2651.719212,2904.126062,2642.490097,2189.503853,2243.643478,2408.063423,,,,,
SCN3A,1.694389273,1.991173165,10.89331999,1.635789207,3.536081131,35.57683504,,,,,
TAF10,2321.313304,1373.909484,1353.06501,1641.514469,924.6852158,1126.599776,,,,,
BDP1,3625.993044,3203.797623,1518.184807,2227.127005,2765.215444,1452.371972,,,,,
C10orf35,15.24950346,24.88966457,12.61331789,8.178946034,22.98452735,10.46377501,,,,,
DSTYK,3244.755458,2974.812709,3015.72964,3087.552128,4215.008708,3838.112674,,,,,
LOC100132781,0,0.995586583,0.573332631,3.271578414,1.768040566,2.092755002,,,,,
RPS9,8502.445372,12113.30195,18619.55053,13842.04827,11598.34611,25531.61103,,,,,
USP40,1582.559581,2309.760872,1650.624645,1532.734487,2545.978414,2597.806543,,,,,
CAPZB,19837.90961,15551.06242,16544.65974,14857.87337,14897.50981,13460.60018,,,,,
CHD5,8.471946365,6.969106079,12.61331789,4.089473017,5.304121697,8.371020009,,,,,
AOC3,11.86072491,7.964692661,14.90664841,8.178946034,7.072162262,32.78649504,,,,,
ATCAY,1.694389273,0.995586583,4.586661049,0.817894603,1.768040566,0.697585001,,,,,
C5orf65,94.88579928,60.73078154,87.14655993,62.97788446,76.02574432,62.08506507,,,,,
C6orf106,4627.377104,4514.985152,5505.139924,3890.724628,4057.653098,4646.61369,,,,,
CAV3,1.694389273,1.991173165,1.146665262,4.90736762,5.304121697,2.092755002,,,,,
CNTLN,1121.685699,1156.871609,603.7192606,1207.212435,1320.726302,770.8314259,,,,,
ICAM2,0,6.969106079,2.293330525,0.817894603,3.536081131,0.697585001,,,,,
IPO5,20168.31552,23792.52815,24740.4497,20346.76405,19724.26055,19697.70767,,,,,
LOC283693,5.083167819,5.973519496,1.719997893,6.543156827,15.91236509,2.790340003,,,,,
LOC92249,799.7517368,391.265527,411.0794965,450.6599265,594.06163,662.0081658,,,,,
MIR630,3.388778546,0,1.719997893,3.271578414,5.304121697,3.487925004,,,,,
