gene,P_rep1,P_rep2,P_rep3,7dCI_rep1,7dCI_rep2,7dCI_rep3,,,,,
FBLN7,433.7636539,308.6318406,451.7861133,1851.713382,928.2212969,606.2013657,,,,,
SNAPC3,1604.586641,2106.661209,1690.184597,1181.857702,1272.989207,911.046011,,,,,
ECM2,16.94389273,35.84111698,91.73322098,529.1778084,572.8451432,4126.21528,,,,,
KIAA0430,3088.871645,2550.692825,2800.729903,4241.601413,4738.348716,4945.877656,,,,,
CCDC159,125.3848062,122.4571497,153.6531451,261.7262731,183.8762188,256.7112803,,,,,
VN1R1,10.16633564,14.93379874,5.15999368,38.44104636,38.89689244,10.46377501,,,,,
CAPN12,35.58217473,33.84994381,45.86661049,19.62947048,5.304121697,19.53238002,,,,,
DHX9,14227.78672,13930.24746,14330.44912,8064.440789,9195.578981,8711.44149,,,,,
DRG1,2306.0638,2713.969024,3351.702562,1505.743965,1612.452996,2071.129867,,,,,
ECSCR,22.02706055,6.969106079,9.746654729,4.90736762,3.536081131,0,,,,,
GTF2F2,1343.650693,1542.163617,1148.38526,846.5209145,793.8502139,712.2342858,,,,,
LOC100130950,35.58217473,18.91614507,33.25329261,61.34209525,47.73709527,66.96816008,,,,,
TTI2,433.7636539,427.106644,511.9860396,284.627322,251.0617603,276.9412453,,,,,
ZNF493,45.74851037,95.57631194,47.01327575,187.2978642,164.4277726,73.94401008,,,,,
NLRP10,25.41583909,23.89407798,35.54662313,3.271578414,21.21648679,15.34687002,,,,,
PEBP4,0,0.995586583,0,5.725262224,0,12.55653001,,,,,
RNF144A,455.7907144,145.3556411,210.9864083,2208.315429,640.0306847,616.6651407,,,,,
SMOX,513.3999497,323.5656394,383.5595302,580.7051684,473.8348716,801.5251659,,,,,
UBE3C,7619.66856,8412.706623,8518.002901,4286.585616,5666.570013,5373.497261,,,,,
SH2B3,9170.034745,6412.573179,5241.406914,4345.474028,4556.240537,3063.095738,,,,,
FDXACB1,111.829692,141.3732947,155.373143,69.52104129,81.32986601,83.71020009,,,,,
SPATA5L1,371.0712508,566.4887655,467.839427,269.0873245,388.9689244,249.7354303,,,,,
TMEM237,1789.275072,3373.047342,2682.623381,867.7861742,1490.458197,2126.239082,,,,,
TOR1B,2524.640017,2349.584335,2460.743653,1667.687096,1432.112858,1300.996026,,,,,
FMOD,22.02706055,171.2408922,696.5991468,1759.291292,836.2831875,4636.149915,,,,,
ACOX1,1921.437436,2068.828919,1729.744548,2836.458485,3196.617342,3331.665964,,,,,
ATRX,4908.645724,3970.399292,1831.797757,6792.614681,7641.471324,3859.040224,,,,,
FN1,614851.5074,585682.6793,543228.6547,770619.4774,995143.4004,1077424.917,,,,,
DMKN,242.297666,269.8039639,173.7197872,4010.955135,650.6389281,1104.277056,,,,,
TLL1,40.66534255,46.79256939,17.77331157,2.45368381,7.072162262,21.62513502,,,,,
CBR3,604.8969704,568.4799387,857.7056162,443.298875,350.072032,442.9664755,,,,,
POU3F2,10.16633564,7.964692661,4.013328418,0,1.768040566,0.697585001,,,,,
LOC100506497,0,0,0,13.90420826,5.304121697,0,,,,,
RAPGEF4,0,9.955865827,9.173322098,31.07999493,14.14432452,20.22996502,,,,,
SIX2,79.63629583,4.977932913,26.94663366,166.8504991,30.05668961,113.0087701,,,,,
ATP6AP2,3144.786491,5529.48788,4450.781216,7224.463032,8053.424776,7655.995384,,,,,
PLD5,3.388778546,24.88966457,13.18665052,0.817894603,8.840202828,2.092755002,,,,,
RAD51B,140.6343097,201.1084897,209.2664104,76.88209272,148.5154075,120.6822051,,,,,
PPP2CB,4056.367919,5729.600783,5560.753189,2628.713255,3276.179168,3683.946389,,,,,
WDR92,759.0863943,697.9061944,604.2925932,410.5830909,394.2730461,373.2079754,,,,,
COL4A5,91.49702074,334.5170918,85.42656204,365.5988877,790.3141328,369.7200504,,,,,
FAM174B,69.46996019,79.64692661,75.10657468,174.2115505,166.1958132,98.35948511,,,,,
IL4R,2045.127852,1369.927138,1224.6385,1217.845064,878.7161611,391.3451854,,,,,
KIAA1598,233.8257197,340.4906113,204.1064167,393.4073042,505.6596017,433.8978705,,,,,
PKD1L3,6.777557092,10.95145241,4.013328418,29.44420572,14.14432452,15.34687002,,,,,
DHRS2,5.083167819,7.964692661,4.586661049,0,0,0.697585001,,,,,
CEP135,914.9702074,982.6439571,600.8525974,486.647289,599.3657517,384.3693354,,,,,
PPP2R5A,887.859979,1564.066521,1250.438469,2595.997471,2270.164086,1701.409817,,,,,
HIATL1,4427.43917,4319.850182,3789.155359,2453.68381,2323.205303,2498.749473,,,,,
CLIC6,30.49900691,36.83670356,113.519861,100.6010362,213.9329084,201.6020652,,,,,
GPR75,179.6052629,103.5410046,88.86655783,71.9747251,72.48966319,38.36717504,,,,,
TANC1,1174.211766,1226.56267,936.2521867,1765.834449,2040.318813,1707.688082,,,,,
TTC17,2714.411615,2087.745064,2077.184123,3599.55415,2996.828759,3953.911784,,,,,
ITPR1,189.7715986,95.57631194,161.1064694,231.4641728,166.1958132,313.9132504,,,,,
NDUFS8,2378.922539,2066.837746,2419.463703,1357.705042,1396.752047,1405.633777,,,,,
NPLOC4,8422.809076,6795.874013,7887.910339,4301.307719,4227.384992,5050.515406,,,,,
CINP,991.2177247,1227.558256,1117.998631,624.0535824,873.4120394,640.3830307,,,,,
FASTKD5,699.7827697,760.6281492,832.4789804,466.1999239,420.7936546,484.8215755,,,,,
GIPC1,4012.313798,4098.829961,5376.713415,2474.131175,2482.328954,3324.690114,,,,,
HSPB3,230.4369411,77.65575345,274.0529977,1522.919752,378.360681,602.0158557,,,,,
BICD1,1409.731875,666.0474238,682.2658311,417.9441423,374.8245999,347.3973304,,,,,
INPP5B,909.8870396,904.9882036,890.3855762,1363.430304,1384.375763,1667.925737,,,,,
KIF26B,474.4289964,102.545418,859.9989467,1473.846075,800.9223762,2991.244483,,,,,
ZFP36L1,10046.034,5776.393353,5095.780426,19869.93149,9133.697562,9758.516576,,,,,
SLC9A3,37.276564,190.1570373,176.5864504,199.5662832,351.8400725,372.5103904,,,,,
LOC100127983,133.8567526,164.2717861,181.1731114,93.23998479,118.4587179,83.01261509,,,,,
CPE,64.38679237,96.57189852,237.9330419,326.3399468,282.8864905,763.1579909,,,,,
MSX1,296.5181228,211.0643555,446.6261197,103.8726146,97.2422311,249.0378453,,,,,
AADACL4,0,0.995586583,0,1.635789207,7.072162262,28.60098503,,,,,
FHOD1,1940.075718,1696.479537,2328.303815,1170.407177,1131.545962,1343.548712,,,,,
THAP8,137.2455311,111.5056973,187.4797704,324.7041575,192.7164216,257.4088653,,,,,
IER3IP1,2055.294188,3070.389021,1932.7043,1355.251358,1658.42205,1305.181536,,,,,
DCLK3,1.694389273,18.91614507,6.879991574,0.817894603,0,0.697585001,,,,,
CHCHD4,696.3939912,547.5726205,509.1193765,332.065209,247.5256792,355.0707654,,,,,
COA5,430.3748753,430.0934037,321.0662734,614.2388471,625.8863602,652.9395607,,,,,
IMMT,6087.940658,4394.519176,5696.05969,3162.798431,3065.782341,3391.658274,,,,,
SPSB3,294.8237335,545.5814473,602.5725953,733.6514592,701.9121045,1095.208451,,,,,
MRPL48,852.2778043,963.727812,1070.985355,522.6346516,682.4636583,625.7337457,,,,,
RBMX,12797.72218,7328.512835,12377.10484,7213.830402,5383.683522,6575.436217,,,,,
UNC13D,1.694389273,1.991173165,7.453324205,31.07999493,5.304121697,18.83479502,,,,,
KLHDC2,1287.735847,1555.106242,1753.251186,2088.902817,2330.277465,3303.762564,,,,,
NEDD4,4701.930232,4143.631357,2474.503636,2155.15228,2797.040175,1672.808832,,,,,
VAMP1,308.3788477,276.77307,329.6662629,583.1588522,576.3812244,461.8012705,,,,,
FAM63B,962.413107,834.3015563,659.9058584,1432.951345,1683.174618,1010.800666,,,,,
FLAD1,777.7246763,959.7454657,990.7187866,496.4620243,487.9791961,645.9637107,,,,,
PITX2,333.7946868,762.6193223,821.0123278,247.8220648,622.3502791,302.0543053,,,,,
ARMC12,3.388778546,4.977932913,5.15999368,17.99368127,10.60824339,18.83479502,,,,,
ZNF576,384.626365,585.4049106,542.9460017,288.716795,279.3504094,340.4214804,,,,,
CALHM3,8.471946365,18.91614507,23.50663788,3.271578414,7.072162262,7.673435009,,,,,
PTGDR2,3.388778546,2.986759748,4.586661049,50.70946541,28.28864905,4.883095006,,,,,
NEDD1,5933.751234,2736.867516,2641.343432,1702.856564,1349.014952,1166.362121,,,,,
PTPN22,52.52606746,67.69988762,14.33331578,8.178946034,31.82473018,4.185510005,,,,,
SCAMP3,2672.051883,2622.375059,3301.822623,1936.774421,1571.788063,1766.982807,,,,,
STK36,792.9741797,778.5487076,878.9189235,1608.798685,1085.576907,1323.318747,,,,,
C8orf73,32.19339619,41.81463647,46.43994312,195.4768102,61.88141979,89.9884651,,,,,
MAPK15,0,0.995586583,1.719997893,12.26841905,3.536081131,8.371020009,,,,,
MCRS1,2190.84533,2244.052157,3433.115795,1488.568178,1554.107657,1969.282457,,,,,
COLEC10,18.638282,2.986759748,10.89331999,15.53999746,31.82473018,33.48408004,,,,,
PRKY,337.1834653,611.2901618,450.0661154,1056.719828,855.7316337,573.4148707,,,,,
DKFZp566F0947,0,2.986759748,1.719997893,11.45052445,8.840202828,9.766190011,,,,,
KIAA0146,1245.376116,1117.048146,1711.971237,2081.541766,1831.690026,2894.977753,,,,,
SNF8,2883.850543,2892.179023,3061.59625,1589.169214,1768.040566,1988.814837,,,,,
ALG14,386.3207542,442.0404427,536.0660101,216.7420699,261.6700037,346.0021604,,,,,
ATL2,1201.321995,1527.229818,1373.131652,824.4377602,965.3501488,792.4565609,,,,,
HIST1H4D,11.86072491,3.982346331,3.439995787,0.817894603,0,0,,,,,
TTC18,18.638282,30.86318406,23.50663788,31.89788953,58.34533866,69.06091508,,,,,
CCDC43,2092.570752,1586.965013,1054.932041,956.936686,952.9738648,712.9318708,,,,,
TMEM27,3.388778546,1.991173165,1.146665262,13.08631365,5.304121697,9.766190011,,,,,
C11orf46,472.7346072,957.7542925,684.5591616,837.5240739,1343.71083,1494.227072,,,,,
IRAK4,1013.244785,928.8822816,717.8124542,1547.45659,1400.288128,1262.628851,,,,,
PYCARD,274.4910622,286.7289358,307.8796229,538.174649,564.0049404,449.2447405,,,,,
C17orf28,6.777557092,1.991173165,1.719997893,10.63262984,10.60824339,13.95170002,,,,,
HPD,0,4.977932913,2.293330525,13.90420826,1.768040566,18.83479502,,,,,
PTPLAD2,428.6804861,566.4887655,446.052787,992.1061539,983.0305544,582.4834757,,,,,
ZNF473,664.200595,502.7712242,681.1191658,348.423101,320.0153424,408.0872255,,,,,
DOCK4,188.0772093,207.0820092,109.5065325,523.4525462,502.1235206,168.1179852,,,,,
RARS,5422.045673,7450.969985,5674.846383,3885.817261,5053.059936,3116.112199,,,,,
CKAP4,38166.11837,28317.46917,29725.00359,21912.21432,20735.57975,15320.36179,,,,,
ZSWIM4,220.2706055,175.2232385,262.0130124,323.0683683,252.8298009,507.8418806,,,,,
SCAI,316.850794,481.863906,294.6929724,735.2872485,997.174879,456.9181755,,,,,
C19orf24,493.0672784,750.6722833,751.6390794,412.2188801,450.8503442,412.2727355,,,,,
GPAM,1025.10551,1360.966858,1306.051734,591.3377983,891.092445,862.215061,,,,,
MAPK8IP3,825.1675759,1168.818648,1257.891793,1896.697585,1716.767389,2006.254462,,,,,
ARNTL,482.9009428,764.6104955,550.3993259,352.5125741,473.8348716,318.7963454,,,,,
DDX46,7926.353019,5165.103191,3863.688601,3016.395297,3504.256401,2448.523353,,,,,
IFI44,250.7696124,303.6539077,213.8530714,386.0462528,505.6596017,422.7365105,,,,,
RNPC3,355.8217473,243.9187128,145.0531557,544.7178059,309.407099,307.6349853,,,,,
TIMM13,1596.114695,1958.318808,2209.050628,1035.454568,1037.839812,1444.000952,,,,,
ZNF234,472.7346072,371.3537953,306.159625,726.2904078,516.2678451,528.0718456,,,,,
POM121C,3014.318517,1467.494623,2098.970763,1323.353468,998.9429195,1201.241371,,,,,
FITM2,272.7966729,263.8304444,405.3461702,183.2083912,205.0927056,205.0899902,,,,,
USP7,11562.5124,7435.040599,6338.192237,4953.169718,4618.121957,4380.833805,,,,,
CCDC71L,2731.355508,2848.373213,2704.410021,1502.472386,1886.499283,1723.034952,,,,,
MAPK8,1133.546424,1109.083453,1232.665157,487.4651836,678.9275772,904.767746,,,,,
SLC6A8,1370.760922,943.8160804,1143.225267,2314.641728,1046.680015,1921.149092,,,,,
IPO9,10227.33365,7649.091715,8691.722688,5163.368631,5553.415416,5238.165771,,,,,
PSMB5,4900.173777,6457.374575,7551.364085,3435.975229,3972.787151,4680.795355,,,,,
ST6GAL1,79.63629583,78.65134003,34.9732905,336.154682,150.2834481,88.5932951,,,,,
STK39,2307.75819,2603.458914,1924.677643,1325.807152,1432.112858,1298.205686,,,,,
TSGA10,6.777557092,10.95145241,4.586661049,29.44420572,15.91236509,15.34687002,,,,,
TPP1,6121.828443,3400.923766,3326.475926,18737.96536,8228.460792,6138.050422,,,,,
GLB1L,262.6303373,160.2894398,192.6397641,428.5767722,369.5204782,245.5499203,,,,,
SLC22A18AS,0,4.977932913,4.586661049,17.17578667,8.840202828,16.04445502,,,,,
UTP11L,1897.715986,2365.51372,1795.104468,1190.854543,1244.700558,1193.567936,,,,,
FAM149B1,809.9180725,825.341277,809.5456752,1296.362946,1251.77272,1446.791292,,,,,
MAP7D1,9364.889512,7975.644114,9846.98794,5006.332867,4992.946557,6308.958747,,,,,
CLYBL,25.41583909,17.92055849,24.07997051,47.437887,47.73709527,50.22612006,,,,,
ETV4,706.5603268,495.8021182,398.4661786,391.771515,357.1441942,147.8880202,,,,,
MAP3K11,1638.474427,1544.15479,1791.09114,1030.5472,1156.29853,958.4817911,,,,,
PDK4,6.777557092,9.955865827,6.306658943,149.6747124,10.60824339,55.80680006,,,,,
VSIG1,6.777557092,0.995586583,2.293330525,37.62315176,15.91236509,4.883095006,,,,,
CYBA,530.3438424,915.939656,640.9858816,1406.778718,965.3501488,1054.050936,,,,,
PYGM,1.694389273,1.991173165,5.733326311,16.35789207,8.840202828,16.74204002,,,,,
MLX,2802.519857,2389.407798,2599.49015,1801.821811,1538.195292,1362.383507,,,,,
PTPRH,6.777557092,17.92055849,44.1466126,78.51788193,95.47419054,43.25027005,,,,,
LOC100288181,154.1894238,176.2188251,118.6798546,118.5947175,107.8504745,34.87925004,,,,,
TMEM176B,13.55511418,9.955865827,81.41323362,196.2947048,67.18554149,422.7365105,,,,,
GPM6B,18.638282,25.88525115,20.06664209,481.7399214,93.70614997,101.1498251,,,,,
ISLR,1406.343097,3233.66522,3816.675326,4208.067734,4743.652837,7227.678193,,,,,
C15orf24,3398.944882,3404.906113,3233.022707,1850.077593,1663.726172,2284.590878,,,,,
TRMU,550.6765137,876.1161927,849.6789594,381.9567798,491.5152772,559.4631706,,,,,
B3GNTL1,99.9689671,124.4483228,188.6264356,67.88525208,97.2422311,94.17397511,,,,,
PXDNL,0,1.991173165,0,5.725262224,8.840202828,6.278265007,,,,,
NPM3,572.7035743,873.129433,849.1056267,391.771515,544.5564942,535.7452806,,,,,
SPATA17,10.16633564,2.986759748,8.599989467,17.99368127,17.68040566,25.81064503,,,,,
KIAA1045,1.694389273,3.982346331,2.293330525,14.72210286,35.36081131,7.673435009,,,,,
SLC29A4,74.55312801,33.84994381,122.6931831,211.8347023,84.86594715,248.3402603,,,,,
ARHGEF35,62.6924031,32.85435723,65.93325258,105.5084038,54.80925753,153.4687002,,,,,
CAMSAP1,3205.784504,2047.921601,2677.463387,1640.696574,1311.8861,1606.538257,,,,,
CLOCK,4801.8992,3341.188571,2659.116743,1616.977631,3164.792612,1553.521797,,,,,
CPSF3,3031.262409,2796.602711,2526.676905,1684.862883,1824.617864,1534.687002,,,,,
MRPS16,2997.374624,3789.202534,4009.31509,1952.314418,2411.607331,2516.189098,,,,,
PTPRE,47.44289964,24.88966457,24.07997051,148.0389232,111.3865556,30.69374003,,,,,
GLO1,6155.716229,7345.437807,6001.07265,3573.381522,4878.02392,3855.552299,,,,,
OBSL1,1206.405162,1372.913897,1858.74439,2296.648046,2151.705368,3095.184649,,,,,
SPG11,2416.199103,2150.467019,2084.064114,3613.458358,4299.874655,3267.488144,,,,,
RXRA,2500.918567,2410.315117,2920.556423,5120.020217,3417.622413,4230.155445,,,,,
SFI1,521.8718961,549.5637936,592.252608,276.4483759,344.7679103,385.7645054,,,,,
RRP8,550.6765137,648.1268653,796.3590247,347.6052064,417.2575735,487.6119156,,,,,
HIST1H2BH,49.13728892,23.89407798,29.81329682,18.81157588,30.05668961,1.395170002,,,,,
MVP,7550.1986,8518.238801,8754.789278,17222.40666,15099.06643,10670.95776,,,,,
PAPLN,38.97095328,71.68223395,51.02660417,89.96840637,155.5875698,94.17397511,,,,,
ARSG,42.35973182,79.64692661,58.47992838,148.0389232,97.2422311,93.47639011,,,,,
KCNE1L,16.94389273,16.92497191,7.453324205,2.45368381,8.840202828,1.395170002,,,,,
B3GNT2,532.0382317,746.689937,565.3059743,306.7104763,339.4637886,428.3171905,,,,,
MYBPH,1.694389273,0,1.146665262,21.26525969,14.14432452,0,,,,,
C3orf70,713.3378839,753.6590431,463.252766,342.6978388,422.5616952,344.6069904,,,,,
PNN,6074.385543,4535.892471,3029.489623,2920.701629,2333.813547,2036.250617,,,,,
CDCA7L,1528.339124,1358.975685,1338.731694,770.4567164,846.8914309,886.630536,,,,,
YWHAZ,45431.65958,35498.63519,40814.97668,26563.58093,21163.44557,24014.36365,,,,,
ACADS,135.5511418,222.0158079,349.732905,389.3178312,360.6802754,620.8506507,,,,,
PTGES2,996.3008925,1134.968704,1517.038142,600.3346389,643.5667659,1003.824816,,,,,
DFFA,2534.806352,1868.716016,2074.317459,1222.752432,1223.484071,1338.665617,,,,,
INADL,379.5431971,393.2567002,370.3728797,691.9388345,539.2523725,624.3385757,,,,,
ITPA,1062.382074,1606.876744,1756.691182,834.2524955,914.0769724,1081.954336,,,,,
KANK2,11171.10848,9213.158236,12560.57128,19384.92,14874.52528,19183.58752,,,,,
MNAT1,1277.569512,1287.293451,1014.225424,662.4946287,786.7780517,682.2381308,,,,,
SSBP1,2744.910622,3166.960919,2522.090244,1493.475546,1865.282797,1766.982807,,,,,
TBX6,5.083167819,5.973519496,5.733326311,26.99052191,15.91236509,11.85894501,,,,,
TMEM19,1569.004467,1668.603113,1876.517702,974.1124726,1113.865556,1125.902191,,,,,
DUSP22,203.3267128,252.878992,305.0129598,386.8641474,335.9277075,565.0438506,,,,,
NEU3,271.1022837,323.5656394,421.9728165,152.1283962,305.8710178,232.2958053,,,,,
HOXA-AS5,298.212512,184.1835178,188.6264356,408.1294071,385.4328433,295.0784553,,,,,
TRAF4,733.6705552,935.8513877,1010.212096,498.9157081,475.6029121,652.9395607,,,,,
C3orf71,5.083167819,13.93821216,18.3466442,20.44736508,28.28864905,53.71404506,,,,,
BANF1,7473.951083,3044.50377,5297.020179,2663.064829,1840.530229,2775.690718,,,,,
PRRG1,659.1174272,701.8885408,489.626067,957.7545806,947.6697431,994.0586261,,,,,
C12orf4,1121.685699,1657.65166,1225.211833,681.3062046,899.9326479,885.235366,,,,,
RTCD1,1957.01961,2489.962043,1597.878043,1140.962972,1446.257183,1103.579471,,,,,
MRPL21,842.1114687,832.3103831,1072.705353,454.7493995,539.2523725,695.4922458,,,,,
FRG1B,176.2164844,244.9142993,262.5863451,269.9052191,401.3452084,532.2573556,,,,,
KLF12,1658.807098,1220.58915,1117.425298,1673.412359,2673.277335,2154.142482,,,,,
TMEM132B,88.10824219,44.80139622,60.19992627,762.2777704,189.1803405,185.5576102,,,,,
ADH4,0,0.995586583,0.573332631,22.08315429,3.536081131,4.883095006,,,,,
RP9,842.1114687,463.9433475,550.3993259,363.9630985,321.7833829,339.7238954,,,,,
HSD17B14,71.16434946,47.78815597,41.27994944,450.6599265,88.40202828,158.3517952,,,,,
MKL2,1958.714,1217.602391,1334.718365,2877.353215,2653.828889,1743.264917,,,,,
LOC389831,642.1735344,1700.461883,1049.198715,552.8967519,945.9017026,336.2359704,,,,,
ABT1,1018.327953,992.5998229,1186.798546,534.085176,696.6079828,760.3676509,,,,,
FAM46C,806.5292939,148.3424008,161.1064694,3291.207884,1661.958132,314.6108354,,,,,
PPM1N,6.777557092,12.94262557,21.78663998,23.7189435,31.82473018,63.48023507,,,,,
SPATS2L,13700.83166,9909.073257,9472.028399,5358.027547,6504.621241,7150.246258,,,,,
C4orf27,1092.881081,1501.344567,846.2389636,613.4209525,827.4429847,635.4999357,,,,,
DOK5,593.0362455,1681.545738,2026.730851,494.0083404,1076.736704,789.6662209,,,,,
PAPD7,2572.082916,2030.001042,2317.410495,1509.015543,1324.262384,1307.971876,,,,,
PKP4,3337.946868,3696.612981,4019.061744,1621.884999,2627.30828,2790.340003,,,,,
TIMM17B,621.8408632,796.4692661,944.2788435,408.9473017,505.6596017,588.0641557,,,,,
CIDEB,1789.275072,1170.809821,1431.038247,929.9461641,845.1233903,809.1986009,,,,,
GEMIN7,501.5392248,681.9768091,665.0658521,353.3304687,367.7524376,415.0630755,,,,,
PGA5,0,0,0.573332631,28.62631112,3.536081131,4.883095006,,,,,
CD320,914.9702074,1021.471834,1503.278159,927.4924802,774.4017677,604.8061957,,,,,
TMEM33,2500.918567,3088.309579,1780.771152,1592.440793,1649.581848,1161.479026,,,,,
SPP1,765.8639514,336.5082649,138.7464967,109.5978769,72.48966319,16.74204002,,,,,
TMEM38B,408.3478148,671.0253567,415.0928249,409.7651963,284.6545311,195.3238002,,,,,
RBM42,1899.410375,2268.941822,3605.115585,1303.723998,1409.128331,2122.751157,,,,,
DDA1,1807.913354,1507.318086,1675.851281,1004.374573,937.0614997,1028.240291,,,,,
SGCE,3183.757444,3193.841757,2705.556686,5147.010739,3772.998567,4934.018711,,,,,
C3orf55,93.19141001,162.280613,114.0931936,290.3525842,162.659732,177.1865902,,,,,
ABCC3,2173.901437,1165.831888,1552.584765,2692.509034,1946.612663,2643.149568,,,,,
CNTRL,1258.93123,1128.995185,886.9455804,701.7535697,919.3810941,445.0592305,,,,,
C14orf101,779.4190656,809.4118917,595.6926038,1300.452419,995.4068384,1074.978486,,,,,
ANGEL1,508.3167819,466.9301073,503.3860501,732.01567,820.3708224,895.001556,,,,,
LOC100216001,23.72144982,16.92497191,4.013328418,4.90736762,3.536081131,0.697585001,,,,,
ZC3H18,3820.84781,2162.414058,2418.317038,1677.501832,1471.009751,1559.102477,,,,,
SYF2,1541.894238,1388.843283,1011.932094,1985.030202,1872.354959,2083.686397,,,,,
SNORD104,22.02706055,26.88083773,41.27994944,11.45052445,8.840202828,17.43962502,,,,,
RTKN2,203.3267128,245.9098859,249.3996945,90.78630098,194.4844622,159.0493802,,,,,
KRI1,1865.52259,1045.365912,1223.491835,910.3166936,731.9687941,695.4922458,,,,,
